category,topic,level,word_es,translation_ru,source
Досуг и спорт,Олимпиада,A1,el salto de altura,прыжки в высоту,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,el salto de longitud,прыжки в длину,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,el salto triple,тройной прыжок,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,el triatlón,троеборье,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,Esquí acrobático,фристайл,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,Esquí alpino,горные лыжи,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,Esquí de fondo,беговые лыжи,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,"estilo braza, estilo pecho","на спине, брасс стиль",Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,estilo espalda,плавание на спине,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,estilo mariposa,баттерфляй,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,ganar,выиграть,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,Hockey sobre hielo,хоккей с шайбой,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,"hombres, masculino","мужчины, мужские",Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,juegos olímpicos de invierno,зимняя олимпиада,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,juegos olímpicos de verano,летняя олимпиада,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,la barra fija,брусья,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,la calle,"полоса, дорожка",Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,la ciudad sede,принимающий город,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,la llama olímpica,Олимпийский огонь,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,la lucha grecorromana,классическая борьба,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,la lucha libre,борьба,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,la mascota olímpica,олимпийский талисман,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,la vela,парусный спорт,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,lanzar,"метать, бросать",Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,las carreras con obstáculos,гонки с препятствиями,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,las carreras de larga distancia,длинная дистанция,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,las carreras de velocidad,спринт,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,levantar,поднимать,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,"los ochocientos, mil quinientos metros","800, 1500 метров",Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,nadar,плавать,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,países participantes en los Juegos Olímpicos,"страны, участвующие в Олимпиаде",Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,perder,проиграть,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,Salto en esquí,прыжки на лыжах с трамплина,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,un atleta,спортсмен,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,una ciudad candidata,город кандидат,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A1,"una prueba, un evento (deportivo)","соревнование, событие (спортивное)",Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,competir,соревноваться,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,el atletismo,атлетика,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,el boxeo,бокс,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,"el ciclismo de montaña, la bicicleta de montaña",катание на горных велосипедах,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,el ciclismo en pista,велотрек,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,el ciclismo en ruta/en carretera,дорожка для велосипедистов / трасса,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,el Comité Olímpico Internacional (el COI),Международный (МОК) олимпийский комитет,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,el fútbol,футбол,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,el recinto,"арена, место проведения",Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,el remo,гребля,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,el tenis,теннис,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,el tenis de mesa,настольный теннис,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,la ceremonia de apertura,Церемония открытия,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,la ceremonia de clausura,Церемония закрытия,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,la gimnasia (artística),гимнастика (художественная),Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,la gimnasia rítmica,гимнастика,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,"la halterofilia, el levantamiento de pesas",тяжелая атлетика,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,la maratón,марафон,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,la marcha atlética,спортивная ходьба,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,la medalla de bronce,бронзовая медаль,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,la medalla de oro,золотая медаль,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,la medalla de plata,серебряная медаль,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,la natación,плавание,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,la natación estilo libre,вольным стилем,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,"la natación sincronizada, el nado sincronizado",синхронное плавание,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,la prueba de estilos,смешанный стиль,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,las carreras de media distancia,средняя дистанция гонки,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,"los tres mil, cinco mil, diez mil metros","3000, 5000, 10000 метров",Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,"mujeres, femenino","женщины, женские",Claude (proespanol.ru)
Досуг и спорт,Олимпиада,A2,representar a su país,представлять свою страну,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,B1,el judo,дзюдо,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,B1,el lanzamiento de disco,метание диска,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,B1,el lanzamiento de jabalina,метание копья,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,B1,el lanzamiento de martillo,метание молота,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,B1,el lanzamiento de peso,толкание ядра,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,B1,el taekwondo,тхэквондо,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,B1,el tiro,стрельба,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,B1,el tiro con arco,стрельба из лука,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,B1,el voleibol,волейбол,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,B1,"el voleibol de playa, el voley playa",пляжный волейбол,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,B1,el waterpolo,водное поло,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,B2,el anillo olímpico,Олимпийское кольцо,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,B2,el balonmano,гандбол,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,B2,la equitación,верховая езда,Claude (proespanol.ru)
Досуг и спорт,Олимпиада,B2,la esgrima,фехтование,Claude (proespanol.ru)
